,doc_id,text,country,year
54172,ARE_28_1973.txt.40,"So long as the people of Palestine are denied their basic rights, there can be no peace in the Middle East.",ARE,1973
521286,DEU_45_1990.txt.260,"They must be complemented by measures to ensure basic economic and social security, gradually to rectify the unjust distribution of income and to improve educational opportunities in many countries.",DEU,1990
1463425,NLD_61_2006.txt.242,"peace and stability, in debating human rights issues, or",NLD,2006
1356686,MYS_59_2004.txt.292,the institution where the principles of international law,MYS,2004
1195616,NPL_56_2001.txt.281,Nepal,NPL,2001
1993108,CPV_73_2018.txt.54,"We see this situation in our growing regional asymmetries, which are exacerbated by the lack of territorial continuity that goes with being an island nation, the nefarious effects of drought, desertification and other climate changes, as well as weak production capacity, unemployment of young people, social and gender inequalities, the excessive burden of external debt on the budget, and the difficulties in internally connecting our country by air and sea, which hampers the creation of a competitive and coherent market, which is essential for developing tourism.",CPV,2018
983211,HUN_53_1998.txt.164,"In this regard, we feel that respect for the rule of",HUN,1998
1636861,SLV_64_2009.txt.431,"on the intelligence, honour and generosity of the larger",SLV,2009
1464788,PAK_61_2006.txt.6,significant role that women are playing in the Muslim,PAK,2006
1015676,THA_53_1998.txt.347,the lives and dreams they shatter on a daily basis.,THA,1998
36249,COD_27_1972.txt.26,"Here I should like to point out that, instead of merely abandoning its project for the construction of the Inga hydro-electric dam, which had not aroused any interest on the part of equipped countries and the international bodies approached for financing it, the Republic of Zaire decided to build it with its own resources, come what may.",COD,1972
339622,POL_37_1982.txt.91,"would have been the loss, on a mass scale, of a",POL,1982
882012,TKM_51_1996.txt.248,countries.,TKM,1996
32155,ZAF_26_1971.txt.114,"Although our social, political and economic systems may differ, experience has proved that there need be no barriers to co-operation between parties with a common interest in Africa's welfare.",ZAF,1971
423559,DEU_40_1985.txt.96,"The attempt to establish a universal prohibition of chemical weapons is still being hampered by the outstanding verification issues, which must now be tackled with vigor.",DEU,1985
1346911,KAZ_59_2004.txt.234,Conference.,KAZ,2004
146596,BGR_32_1977.txt.86,"Although there are some who cannot conceive of the contemporary world without the use of force and are even convinced that its prohibition would almost create a vacuum in the international legal order, it becomes increasingly evident that the conclusion of a world treaty on this matter would greatly advance the process of detente.",BGR,1977
1256004,SLE_57_2002.txt.257,Declaration to meet the special needs of Africa.,SLE,2002
1267659,ARM_58_2003.txt.133,"security, their lives and their futures.",ARM,2003
1968939,RWA_71_2016.txt.4,Now is the time for implementation.,RWA,2016
1647063,VUT_64_2009.txt.164,the small island countries in convincing the world that,VUT,2009
1391003,ESP_60_2005.txt.120,Council and are fully prepared to contribute actively to,ESP,2005
1324927,BEN_59_2004.txt.33,"purpose, which is to promote international peace and",BEN,2004
1985301,PSE_72_2017.txt.159,"Once we delineate the borders, each party can act in its territory as it pleases without affecting or damaging the rights of the other party.",PSE,2017
1030037,BIH_54_1999.txt.257,endanger the role of the Organization as a vital and,BIH,1999
127017,EGY_31_1976.txt.14,5.,EGY,1976
248950,VEN_35_1980.txt.56,That is why he has affirmed his belief in a more just and more humane international law based on the development of the human person and of all men.,VEN,1980
1123464,KNA_55_2000.txt.181,"of women, which allowed Member States to review and",KNA,2000
385854,SYR_38_1983.txt.58,"The Napoleonic expedition was another version, followed by frequent resort to military threats in the nineteenth century, especially during the events in Lebanon between the years 1840 and 1860.",SYR,1983
943282,RWA_52_1997.txt.293,"Since February 1997, these fugitives have",RWA,1997
1589258,ZMB_63_2008.txt.227,"agricultural systems, thereby condemning millions",ZMB,2008
804719,PRK_50_1995.txt.286,the Korean peninsula will certainly be resolved smoothly.,PRK,1995
835688,CYP_51_1996.txt.167,It is in this,CYP,1996
309455,GRD_37_1982.txt.230,Bank's operations where action has been taken or is under way to,GRD,1982
1086793,TUN_54_1999.txt.389,It will,TUN,1999
2001304,NOR_73_2018.txt.7,Both our prosperity and many of our challenges are the result of global trends.,NOR,2018
827238,BHR_51_1996.txt.333,practices and forswear its plans to change the Arab and,BHR,1996
1714885,CPV_66_2011.txt.44,and lifestyle of Cape Verdeans.,CPV,2011
1026737,AZE_54_1999.txt.141,Azerbaijan reaffirms its commitment to a peaceful,AZE,1999
175731,CYP_33_1978.txt.46,"If they could be translated into practical action—and it is up to the States Members of this Organization to do so-they would provide the solution to nearly all the problems facing the world today, whether they be problems of international peace and security, problems of economic relations between States, problems of human rights or problems of international law.",CYP,1978
1671856,ISL_65_2010.txt.159,"Geothermal by itself, of",ISL,2010
1498170,GAB_62_2007.txt.71,"prepared to go much further, because protection of the",GAB,2007
522372,FJI_45_1990.txt.15,There have been enough instances to show that later unification is not precluded by initial separate membership of the United Nations.,FJI,1990
1639615,SYR_64_2009.txt.186,This has not yet,SYR,2009
1136134,NIC_55_2000.txt.14,"Mr. Theo-Ben Gurirab, for the dedicated way in which",NIC,2000
976169,FIN_53_1998.txt.150,"easy to use, small arms are the main tools of violence in",FIN,1998
1422931,TUV_60_2005.txt.63,countries and small island developing States like,TUV,2005
1878818,USA_68_2013.txt.686,into submission?,USA,2013
1927650,SMR_69_2014.txt.90,"the conflict, without exception.",SMR,2014
1989302,YEM_72_2017.txt.33,They remain a threat to our country and the entire world.,YEM,2017
981913,GUY_53_1998.txt.260,elimination of poverty â€” are indispensable to the,GUY,1998
1102454,CHN_55_2000.txt.230,others.,CHN,2000
1434579,BWA_61_2006.txt.28,"24 September 1969, he described Botswana, in part, as",BWA,2006
411513,PNG_39_1984.txt.11,317.,PNG,1984
1815430,TKM_67_2012.txt.175,comprehensive development of humanity and bearing in,TKM,2012
1497576,FRA_62_2007.txt.31,Remember the genocide of the,FRA,2007
1000939,NAM_53_1998.txt.159,and equity.,NAM,1998
1640995,TJK_64_2009.txt.292,the price of freshwater currently exceeds that of petrol.,TJK,2009
1220524,BWA_57_2002.txt.200,The people of,BWA,2002
80452,CMR_29_1974.txt.129,85.,CMR,1974
1601905,CYP_64_2009.txt.77,Tomorrow will be too,CYP,2009
422468,COL_40_1985.txt.26,"It was evident that the noting system proposed would place questions of war and peace in the hands of one of the five Powers, contradicting the principle by which the problems of the international Organization should be resolved by simple majority.",COL,1985
576920,HRV_47_1992.txt.58,At the same,HRV,1992
1963416,ISR_71_2016.txt.117,"However, one thing I will never negotiate is our right to our State, the one and only Jewish State.",ISR,2016
1725220,HRV_66_2011.txt.194,forces and the Security Council took the right approach,HRV,2011
1858905,MOZ_68_2013.txt.142,development and full participation in the global agenda.,MOZ,2013
995091,MCO_53_1998.txt.39,from the Azores to Spitzberg.,MCO,1998
1431915,BHS_61_2006.txt.11,The Government and people of,BHS,2006
1207683,TUN_56_2001.txt.165,effective role so as to spare the Middle East from the,TUN,2001
1107710,DOM_55_2000.txt.83,In the,DOM,2000
454585,SAU_41_1986.txt.37,"It is unnecessary to reaffirm the fact that no solution is likely to succeed if it does not include the Palestine Liberation Organization, the sole legitimate representative of the Palestinian people, as one of the elements of the quest and a party to the dialog.",SAU,1986
1601852,CYP_64_2009.txt.24,"through economic nationalism, that we can overcome",CYP,2009
1115062,GRC_55_2000.txt.147,United Nations from an Organization working to,GRC,2000
1677598,LTU_65_2010.txt.93,That is a,LTU,2010
1626104,MNG_64_2009.txt.228,"economic, social and spiritual areas of the life of our",MNG,2009
1930414,SYC_69_2014.txt.77,priority is the need to build opportunities for SIDS,SYC,2014
1632697,PRT_64_2009.txt.38," We are all affected by climate change, but it is",PRT,2009
1047998,GMB_54_1999.txt.262,"As a result, in June of this year we",GMB,1999
671257,SVN_48_1993.txt.271,"footing, on the succession of the former Yugoslavia.",SVN,1993
1711196,BRN_66_2011.txt.122,throughout this year in all international gatherings we,BRN,2011
1717099,DNK_66_2011.txt.84,"More than 2,600 people in Syria have died",DNK,2011
1307975,RUS_58_2003.txt.58,"everywhere, and the fact that the inciters of terror are",RUS,2003
1424106,URY_60_2005.txt.59,governing means managing with efficiency and,URY,2005
1035784,COL_54_1999.txt.329,"Colombia, amidst its difficulties and problems, does",COL,1999
535458,ATG_46_1991.txt.116,He have condemned continuously the unjust economic systems which have caused civil wars to erupt in Central America.,ATG,1991
926895,LSO_52_1997.txt.111,our Organization.,LSO,1997
268823,OMN_36_1981.txt.99,"In this connection it Is relevant to refer to the International Conference on Assistance to Refugees in Africa, which was held successfully at Geneva last April.",OMN,1981
1542099,BRA_63_2008.txt.9,predicted economic and financial crisis is now today’s,BRA,2008
636773,GUY_48_1993.txt.416,At the commissioning ceremony held on World,GUY,1993
1769092,BIH_67_2012.txt.263,If the,BIH,2012
1936513,VCT_69_2014.txt.359,great deal of global violence and unrest.,VCT,2014
1248938,NOR_57_2002.txt.233,"against poverty and injustice, as well as in the long-",NOR,2002
1034449,CMR_54_1999.txt.228,Africa.,CMR,1999
52847,USA_27_1972.txt.203,"The United States urges this Assembly to act, and act at once, to meet this challenge.",USA,1972
514428,TUN_44_1989.txt.44,"In the case of the fraternal African country of Namibia and its national leadership, the South West Africa People's Organization, such guarantees are all the more imperative in view of the disinformation campaigns and other suspicious manoeuvres that the South African regime is capable of concocting.",TUN,1989
1737006,MHL_66_2011.txt.234,International Civil Aviation Organization.,MHL,2011
192653,SYC_33_1978.txt.155,"It is not the case that we have simply invented the phrase ""technical co-operation among developing countries"" as a meaningless slogan nor that it is a flash of inspiration on the part of some economics professor about how to improve things.",SYC,1978
440488,BLR_41_1986.txt.147,"Indeed it does, but only for the few.",BLR,1986
1628294,NGA_64_2009.txt.207,Because of the strong commitment on the part of all,NGA,2009
1986093,SLE_72_2017.txt.39,My country has indeed benefited from mediation efforts under the auspices of the United Nations and the Economic Community of West African States.,SLE,2017
666249,RWA_48_1993.txt.163,is the result of a miracle of international solidarity.,RWA,1993
904261,DEU_52_1997.txt.346,of Africa.,DEU,1997
1078984,RUS_54_1999.txt.398,The gap between the industrial and the,RUS,1999
447049,HUN_41_1986.txt.78,"It is a fact of life in our time that strengthening the security of States is inseparable from efforts aimed at the implementation of human rights, because the strengthening of international security is followed by the development of inter-State co-operation in the humanitarian field also, and in other spheres.",HUN,1986
384707,SGP_38_1983.txt.52,Appeals for a new deal have for the most part fallen on deaf ears.,SGP,1983
527909,MNG_45_1990.txt.40,"In our view, the policy of national reconciliation and unity pursued by the Afghan Government paves the way for the opening of the inter-Afghan dialogue.",MNG,1990
201322,CPV_34_1979.txt.84,"This situation continues to outrage the general feeling of the international community, which has been expressed so often and so unequivocally in this General Assembly and in other institutions of our Organization.",CPV,1979
422806,CRI_40_1985.txt.130,"If the Contadora Act is to become an instrument enabling the Central American peoples to fulfill their legitimate aspirations to peace, democracy, justice and development, vigorous and effective-solidarity must be shown by the international community; this solidarity must reflect the countless expressions of support for the Contadora Group.",CRI,1985
1804997,PHL_67_2012.txt.237,challenges and financial instability make it even more,PHL,2012
1068140,MMR_54_1999.txt.334,only when we ourselves know which is wrong and which,MMR,1999
1935422,USA_69_2014.txt.381,It is time for a new compact among the,USA,2014
240567,NER_35_1980.txt.107,"We have undertaken to establish in our villages, districts and countries, development cells which will expand until they cover the whole of the national territory at its different community levels.",NER,1980
175539,CUB_33_1978.txt.83,Representatives of all the political forces in Puerto Rico attended the meetings of the Special Committee and not one of them failed to recognize the colonial status of that territory.,CUB,1978
1346844,KAZ_59_2004.txt.167,Eradicate the Illicit Trade in Small Arms and Light,KAZ,2004
304210,FJI_37_1982.txt.150,As a member of the Special Committee on,FJI,1982
1889423,BRB_69_2014.txt.96,environmental vulnerability of countries such as ours,BRB,2014
1324662,BDI_59_2004.txt.249,"countries, who are trapped in abject poverty.",BDI,2004
1463627,NOR_61_2006.txt.178,global campaign for child survival.,NOR,2006
382121,PER_38_1983.txt.43,It is not right to remain silent about the crimes of terrorists while denouncing the custodians of public order for fulfilling their duties under the law when they take action against the terrorists for their crimes against civilization.,PER,1983
1708511,BHR_66_2011.txt.140,"Arab Muslims, Christians, Jews and other",BHR,2011
631335,FJI_48_1993.txt.240,Since our first participation in peace-keeping,FJI,1993
356337,USA_37_1982.txt.378,of energy has reduced United States demand for,USA,1982
982727,HRV_53_1998.txt.351,for Regional or Minority Languages.,HRV,1998
1814433,TCD_67_2012.txt.171,In,TCD,2012
1454656,LBR_61_2006.txt.17,for her dedicated services to our country.,LBR,2006
1436454,CIV_61_2006.txt.208,"human rights, fundamental freedoms and the rule of",CIV,2006
949210,TJK_52_1997.txt.9,opted for a consistent policy of political dialogue as the,TJK,1997
1729204,JAM_66_2011.txt.561,crime and violence.,JAM,2011
1097032,BFA_55_2000.txt.132,also think it is unfair to continue to marginalize the,BFA,2000
810986,SVK_50_1995.txt.422,have not been classified into any of the groups for the,SVK,1995
1307463,QAT_58_2003.txt.125,a statement before the World Conference on Higher,QAT,2003
1321534,AGO_59_2004.txt.96,developing countries of policies that do not take their,AGO,2004
1689700,ROU_65_2010.txt.223,Francophonie and others in working jointly with the,ROU,2010
1851542,KOR_68_2013.txt.156,a new space of peace and harmony.,KOR,2013
728995,NER_49_1994.txt.207,Berlin Wall.,NER,1994
1558629,ISR_63_2008.txt.103,"bombings, bringing strife to innocent families.",ISR,2008
737446,RWA_49_1994.txt.302,Although genuine progress has been made in the area,RWA,1994
289207,CHL_37_1982.txt.389,peace and security.,CHL,1982
1389934,DZA_60_2005.txt.100,"our earlier doubts and concerns, our only concern now",DZA,2005
1612277,IRL_64_2009.txt.27,discussions in New York over the past week have,IRL,2009
414023,SLB_39_1984.txt.110,"With regard to the second point, what threatens the peace and security of our region is the presence of colonial Powers.",SLB,1984
1946596,ISR_70_2015.txt.150,The alliance between Israel and the United States is unshakeable.,ISR,2015
1485763,BFA_62_2007.txt.72,"pursue their action for institutional reforms,",BFA,2007
607602,YEM_47_1992.txt.66,of Oman concerning borders have reached their final stage.,YEM,1992
1167799,CRI_56_2001.txt.317,My delegation notes with concern the growing,CRI,2001
1743087,NRU_66_2011.txt.208, The recent renaming of the Group of Asian,NRU,2011
811250,SVN_50_1995.txt.220,criteria as to when and how to intervene.,SVN,1995
1762318,ZAF_66_2011.txt.174,We dare not fail them.,ZAF,2011
1721286,GBR_66_2011.txt.1,It is an honour,GBR,2011
1838646,ESP_68_2013.txt.237,Organization included in 1963 in the list of Non-Self-,ESP,2013
926090,LIE_52_1997.txt.206,of the United Nations.,LIE,1997
1304249,OMN_58_2003.txt.219,mechanism to relieve the onerous burden of debt on,OMN,2003
1562394,LAO_63_2008.txt.166,Democratic Republic is gratified to witness the,LAO,2008
1252152,PRT_57_2002.txt.62,resolutions.,PRT,2002
1946906,JAM_70_2015.txt.98,We must continue to take stronger action to protect our children and to safeguard their rights.,JAM,2015
1922332,PLW_69_2014.txt.109,By recognizing the ocean as a joint and,PLW,2014
246293,SWZ_35_1980.txt.12,5.,SWZ,1980
395857,COD_39_1984.txt.61,"And it seems to be confirmed that certain foreign occupation troops could be withdrawn; if that were to happen, the risks of a major confrontation would also be reduced.",COD,1984
561012,BOL_47_1992.txt.328,of my country.,BOL,1992
1870998,SSD_68_2013.txt.103,"In recent years, the National Legislative Assembly,",SSD,2013
481950,DDR_43_1988.txt.116,The solution of these formidable problems is becoming more and more an elementary condition for the maintenance of peace and security.,DDR,1988
1763299,ALB_67_2012.txt.91,Albanians,ALB,2012
1992600,CHN_73_2018.txt.62,"As a major responsible country, China is committed to the path of peaceful development, and it will work together with other countries and contribute its share to global peace and security.",CHN,2018
1653991,BHR_65_2010.txt.221,mission of providing spiritual counsel and guidance.,BHR,2010
659177,NLD_48_1993.txt.335,The United Nations,NLD,1993
245772,STP_35_1980.txt.79,72.,STP,1980
1647523,WSM_64_2009.txt.260,continues to support the expansion of the membership,WSM,2009
1194495,NGA_56_2001.txt.166,New Partnership for Africa’s Development (NEPAD).,NGA,2001
700189,ECU_49_1994.txt.64,in solving its problems.,ECU,1994
909905,FJI_52_1997.txt.411,membership from our region.,FJI,1997
434235,RWA_40_1985.txt.69,"In taking up yet again these problems in various parts of the globe where misfortune appears to have chosen to establish itself, I should like on behalf of the Government of Rwanda to emphasize that the fate of the peoples thus stricken cannot be ignored by those countries which profess their full support for the ideals which our Organization has been striving to promote for the last 40 years, in accordance with the aims embodied in its Charter.",RWA,1985
1535157,ZAF_62_2007.txt.32,It is clear that delaying action on this,ZAF,2007
1105082,CUB_55_2000.txt.87,"be really safer if total, complete disarmament takes",CUB,2000
1774828,COM_67_2012.txt.115,us to develop the document for our national strategy to,COM,2012
57160,CHL_28_1973.txt.217,"They intervened in every political, economic and functional organ of the State and, above all, in the presidency of the Republic.",CHL,1973
922612,KOR_52_1997.txt.294,Korea.,KOR,1997
984498,IRL_53_1998.txt.265,"On the question of conflict prevention, I now turn to",IRL,1998
1789817,JPN_67_2012.txt.373,important infrastructure for order and prosperity for a,JPN,2012
283338,BGD_37_1982.txt.7,"of the Bangladesh delegation and on my own behalf, I congratulate Mr.",BGD,1982
725125,MLT_49_1994.txt.469,humanity in its long walk towards peace in freedom.,MLT,1994
504927,HTI_44_1989.txt.38,That alone is likely to make it possible for the groundwork to be laid for an overall settlement of the conflict.,HTI,1989
1292524,KGZ_58_2003.txt.128,of Member States on the need to increase their efforts,KGZ,2003
1115387,GRC_55_2000.txt.472,the work of national and international organizations,GRC,2000
359431,YEM_37_1982.txt.449,developing countries in order to alleviatethe suffering and,YEM,1982
95414,TCD_29_1974.txt.107,"The National Movement for the Cultural and Social Revolution is a movement for liberation which unites all the living forces of the nation, all the people of Chad without distinction of social rank, tribe or religion, in a single body and mobilizes them to struggle against underdevelopment and against moral and intellectual slavery.",TCD,1974
998247,MMR_53_1998.txt.66,truly representative of the present membership of this,MMR,1998
679143,UZB_48_1993.txt.161,condition.,UZB,1993
105248,ETH_30_1975.txt.126,humanity's dedication to the noble pursuit of the twin objectives of peace and security.,ETH,1975
1988709,VAT_72_2017.txt.52,"At the same time, States, especially those that at some time in recent history have been directly or indirectly involved in the conflict, must undertake all means to reach a ceasefire, which is a first step towards peace.",VAT,2017
531096,RUS_45_1990.txt.108,"The architects of our Organisation proceeded from the harsh realities of the Second World War and were right in assuming that if the Organisation was to be effective in keeping the peace and preventing war, it must have the means to enforce its decisions and, if necessary, to suppress aggression and must also have machinery for the preparation and co-ordination of such actions.",RUS,1990
1362716,PRY_59_2004.txt.115,Two major challenges face my country.,PRY,2004
421443,BRB_40_1985.txt.128,"As long as there is an unfair distribution of this world's resources; as long as one race dehumanizes another; as long as innocent men, women and children remain homeless and stateless; as long as one country exploits another; as long as one-half of the world is free and the other shackled, whether it be by hunger, by disease or by terror of arms, there will be no peace.",BRB,1985
1589751,AGO_64_2009.txt.157,a reduction of aid levels and commitments;,AGO,2009
422056,CHN_40_1985.txt.92,The internal problems of Central American countries should be solved by the people of the respective countries.,CHN,1985
327232,MLI_37_1982.txt.555,vigor is thus among the primary challenges we shall have to meet in,MLI,1982
1051329,HTI_54_1999.txt.129,and geographical destiny.,HTI,1999
1007759,PSE_53_1998.txt.487,peace will have prevailed in the land of peace and in the,PSE,1998
1890432,CAF_69_2014.txt.163,In order to promote political dialogue and national,CAF,2014
1783924,GRC_67_2012.txt.84,"momentous events of the Arab Spring, are moving",GRC,2012
196638,AUS_34_1979.txt.65,"There is, I believe, a fundamental link between inflation, protectionism and the relative lack of progress in structural adjustment in many of our economies.",AUS,1979
93663,RWA_29_1974.txt.154,But in Bucharest the bell tolled with a different sound.,RWA,1974
804625,PRK_50_1995.txt.192,"Law, and many delegates called for its abolition at meetings",PRK,1995
937885,OMN_52_1997.txt.388,"based on the 1992 indicators, the Sultanate of Oman ranked",OMN,1997
82820,EGY_29_1974.txt.6,3.,EGY,1974
387669,UKR_38_1983.txt.124,This draft is before the Committee on Disarmament.,UKR,1983
2032341,JPN_75_2020.txt.65,"It is heartbreaking to imagine the pain of the family members who passed, after working so hard to rescue their dearest children and yet not achieving a reunion in the end.",JPN,2020
1518914,NRU_62_2007.txt.42,"Over our three-year term, we will",NRU,2007
2024120,VCT_74_2019.txt.39,"Whatever the challenges facing Venezuela, they are exacerbated, not remedied, by hegemonic interventionism and compounded by our inconsistency.",VCT,2019
28973,SOM_26_1971.txt.111,175.,SOM,1971
1150492,TJK_55_2000.txt.238,regions of the planet demands that the United Nations,TJK,2000
1489967,CAN_62_2007.txt.33,concrete concepts with effects both immediate and,CAN,2007
1726431,IRL_66_2011.txt.90,"tracing the path of those others, once in the shadow of",IRL,2011
1838695,ESP_68_2013.txt.286,the Western Mediterranean.,ESP,2013
1807501,QAT_67_2012.txt.77,"mere rejection of the occupation, but by persistence in",QAT,2012
450093,LKA_41_1986.txt.97,"This problem has acquired an international dimension, as terrorists frequently operate from across State boundaries.",LKA,1986
1815300,TKM_67_2012.txt.45,We believe that it is,TKM,2012
1313334,TCD_58_2003.txt.10,My country has,TCD,2003
1647688,YEM_64_2009.txt.143,development and economic growth are important,YEM,2009
1115747,GTM_55_2000.txt.92,of a macroeconomic adjustment while coping with the,GTM,2000
1154147,USA_55_2000.txt.326,remind us of the United Nations purpose and of our,USA,2000
157925,LBR_32_1977.txt.73,But that would also entail unequivocal Arab acceptance of the existence and permanence of the State of Israel.,LBR,1977
387691,UKR_38_1983.txt.146,"The situation of conflict in the Middle East can and must be settled not by military confrontation but by peaceful political means at the negotiating table, with due regard for the legitimate rights and just interests of all the States and peoples of the region, including the long- suffering Arab people of Palestine.",UKR,1983
1626945,MUS_64_2009.txt.442,directly concerned will display the courage and,MUS,2009
1813447,SWZ_67_2012.txt.50,of antiretroviral treatments remain threatened by the,SWZ,2012
94284,SEN_29_1974.txt.202,In conclusion it only remains for me to express the deeply felt wish that this session may be that of the realization of the legitimate aspirations of all peoples to freedom and economic and social justice in newly found international peace and security.,SEN,1974
173881,CIV_33_1978.txt.58,The arguments invoked by the South African Government in support of its decision are unacceptable.,CIV,1978
18461,GIN_26_1971.txt.107,<c,GIN,1971
1337056,EST_59_2004.txt.26,"However, securing peace and stability",EST,2004
1903283,HRV_69_2014.txt.103,"Again, no",HRV,2014
1451600,JAM_61_2006.txt.447,We wish him the very best.,JAM,2006
408615,MNG_39_1984.txt.72,"Today, some tend to forget the lessons of history.",MNG,1984
378012,LSO_38_1983.txt.136,It also retains the supremacy of the white Parliament over the other so-called parliaments.,LSO,1983
319557,JPN_37_1982.txt.65,"In these international circumstances, Japan is determined to maintain its basic policy of pursuing peace, of refusing to become a military Power and of contributing to the building of world peace and prosperity.",JPN,1982
1777502,DOM_67_2012.txt.107,"Today, 7 billion people inhabit the Earth.",DOM,2012
1476164,TTO_61_2006.txt.206,Bretton Woods institutions and the World Trade,TTO,2006
890853,ATG_52_1997.txt.125,"Monetary Fund, the World Bank and the World Trade",ATG,1997
1251735,POL_57_2002.txt.188,way that will not detract from the democratic nature of,POL,2002
1113707,GIN_55_2000.txt.221,That is why my,GIN,2000
57521,CHN_28_1973.txt.221,"Because the situation of ""no war, no peace"" created and maintained by the two super-Powers serves them best in their scramble for spheres of influence, oil resources and strategic positions in the Middle East.",CHN,1973
146631,BGR_32_1977.txt.121,192.,BGR,1977
551406,TGO_46_1991.txt.7,"In other words, Sir, you assume the presidency of the General Assembly under very special circumstances which bring many hopes with them.",TGO,1991
865308,MRT_51_1996.txt.233,We reiterate our support for the United,MRT,1996
750792,ZMB_49_1994.txt.194,We deplore the further deterioration of the situation,ZMB,1994
998003,MLT_53_1998.txt.498,We have,MLT,1998
845572,GNB_51_1996.txt.234,"Nations Conference on Human Settlements, held at",GNB,1996
1842724,GHA_68_2013.txt.310,is an unacceptable practice that must end.,GHA,2013
1871176,SSD_68_2013.txt.281,"its resolve to combat corruption and set a new standard,",SSD,2013
1809811,SLB_67_2012.txt.326,with the changing global realities.,SLB,2012
75263,YUG_28_1973.txt.26,They have won this right and are firmly resolved to exercise it through unity and co-ordinated action.,YUG,1973
314993,IRL_37_1982.txt.646,Soviet Union and the United States on,IRL,1982
1287650,HUN_58_2003.txt.103,framework for reaching a political settlement.,HUN,2003
1838781,ESP_68_2013.txt.372,ago in this very city.,ESP,2013
348742,SYR_37_1982.txt.225,Afghanistan; moreover it is a member of the,SYR,1982
2032258,JOR_75_2020.txt.20,And thus ensuring humanity itself continues to exist.,JOR,2020
1638490,SVN_64_2009.txt.64, Now the world needs a comprehensive strategy in,SVN,2009
124694,COL_31_1976.txt.69,"And, on the subject of international trade, we also trust that they will not invoke the so-called comparative advantages when seeking to ensure a market for the highly effective products of the industrialized nations, while regressing, at the same time, to the crudest protectionism when it comes to safeguarding the interests of their economic enterprises which, because they are inefficient or obsolete, cannot compete with exports from developing countries.",COL,1976
917415,IRL_52_1997.txt.205,worldwide.,IRL,1997
772587,FRA_50_1995.txt.575,"beyond all the speech-making, in a fitting manner: by our",FRA,1995
1079189,RWA_54_1999.txt.174,"trade and between peoples, we in Rwanda believe that",RWA,1999
1893332,CRI_69_2014.txt.77,It loses its spirit.,CRI,2014
153676,GNB_32_1977.txt.55,"The recent decision of the Heads of State and Government at the OAU Assembly in Libreville to recognize the Patriotic Front as the sole representative of the people of Zimbabwe, is not only a clear reflection of the common will of the African States to concentrate their efforts on concerted and more effective action in.",GNB,1977
810702,SVK_50_1995.txt.138,more active approach to the reduction of negative impacts,SVK,1995
89270,MAR_29_1974.txt.137,185.,MAR,1974
563572,CHN_47_1992.txt.329,security.,CHN,1992
1261577,TUV_57_2002.txt.120,military and violent action in order to resolve conflicts,TUV,2002
1869860,SMR_68_2013.txt.40,"of extreme poverty, access to drinkable water,",SMR,2013
1924039,PRY_69_2014.txt.147,helps bridge inequalities and that the same restrictions,PRY,2014
619306,CAF_48_1993.txt.86,My delegation is happy that this approach has now,CAF,1993
455459,SOM_41_1986.txt.60,"In our view, the convening of the Conference remains an essential step towards the attainment of the goals of the Indian Ocean Declaration.",SOM,1986
1253310,ROU_57_2002.txt.105,remove some of the root causes of terrorism:,ROU,2002
542920,IND_46_1991.txt.31,"The present situation, marked by the disappearance of bloc rivalries and their replacement by increasing cooperation among major Powers, is a vindication of the Movement's basic plank.",IND,1991
1227638,ESP_57_2002.txt.116,"protocol to which bans cloning for research purposes,",ESP,2002
446486,GTM_41_1986.txt.79,We do not want to take a step backwards; we do not want regression.,GTM,1986
1377411,ZMB_59_2004.txt.78,interconnected in nature.,ZMB,2004
1738763,MNG_66_2011.txt.248,"mean Westernization, however.",MNG,2011
442379,COL_41_1986.txt.47,"War and peace, development, human rights, the rational use of outer space and of the oceans, all these are matters for which the United Nations provides a natural forum for international discussion and for the attainment of effective compromises, through negotiations, in order to move forward.",COL,1986
492437,SAU_43_1988.txt.112,"In this regard the decree issued by the Council of the High Ulema of the Kingdom of Saudi Arabia imposing the death penalty upon terrorists, saboteurs and subversives - a decree supported by the Ulema itself and by jurists.",SAU,1988
36624,COG_27_1972.txt.174,This contradiction was created in the name of a so-called civilizing and humanitarian mission undertaken by the colonizing Powers.,COG,1972
1008263,ROU_53_1998.txt.11,Kofi Annan our highest consideration and support for his,ROU,1998
1074034,OMN_54_1999.txt.160,between people in the new millennium and as a bond of,OMN,1999
8870,SLE_25_1970.txt.140,"Youth should be exposed as early as possible to the complexity of international organizations and their problems, and should be encouraged to play a constructive role in formulating just solutions.",SLE,1970
1380738,BEL_60_2005.txt.152,policies and what are bad policies.,BEL,2005
531611,SDN_45_1990.txt.125,All of the foregoing is required to adjust the balance of power and the terms of trade in favour of the developing countries and also to bridge the current development gap between the North and the South.,SDN,1990
1728362,ISR_66_2011.txt.625,Must this conflict,ISR,2011
88373,LBR_29_1974.txt.32,"But all that, in the end, cannot change the inevitable: the majority of the people of those countries will play their full role in political, economic and social affairs and come to enjoy all their rights as citizens.",LBR,1974
490878,OMN_43_1988.txt.89,These and other relevant facts make it incumbent on us to take urgent steps to break the deadlock that beset the disarmament process at the third special session of the General Assembly devoted to disarmament.,OMN,1988
285376,BLR_37_1982.txt.254,ensuring the right of all States of the region to a secure existence,BLR,1982
1303274,NPL_58_2003.txt.225,Landlocked developing countries face geographic,NPL,2003
